Time[s],X[m],Y[m],Yaw[rad],V[m/s],steering angle[rad],acceleration[m/s^2],calculation time[ms],progressed distance[m]
15.499999999999961,2.7764274767802126,18.93767332127465,-2.2210692837006283,5.555555555555458,0.051442578065245506,-9.68668858381893e-13,0.7074,86.43516386165646
15.59999999999996,2.451583071193538,18.486988204895848,-2.214792436308869,5.555555555555458,0.04517408968437874,3.2391394145970847e-15,0.712,86.9907036048374
15.69999999999996,2.128655525313709,18.034927461627145,-2.2090105946458407,5.555555555555428,0.041614242413073696,-2.8980651011655127e-13,0.6746,87.54624685040129
15.79999999999996,1.8073722176382647,17.581696504483464,-2.2037528496782204,5.555555555555514,0.03784446942694212,8.504831943588574e-13,0.5395,88.10179247755538
15.89999999999996,1.487088424298693,17.127758465550677,-2.1992398670795454,5.555555555554568,0.03248633088828288,-9.456036555752914e-12,0.721,88.65734163448356
15.99999999999996,1.1676669000950448,16.673213111476347,-2.195364519452718,5.555555555554711,0.027897978851417055,1.4260462124392327e-12,0.6065,89.21289406558435
16.09999999999996,0.8492834081659353,16.217939990496408,-2.191877780920857,5.55555555555493,0.025101222204263755,2.1926964343592224e-12,0.6093,89.7684476971614
16.19999999999996,0.5315807036753304,15.76219144661633,-2.1888768885946126,5.555555555555,0.021604323818362012,7.042813301315005e-13,0.441,90.32400194645673
16.29999999999996,0.214171366498364,15.306238448371317,-2.18645090911826,5.555555555554446,0.0174659421478503,-5.5453380886732155e-12,0.6859,90.87955695069017
16.399999999999963,-0.10326901340339317,14.850306989119355,-2.1846332040437253,5.555555555554811,0.01308700956408783,3.6479124845647574e-12,0.6991,91.43511252955385
16.499999999999964,-0.4204855367165543,14.39421972199929,-2.1831390964699904,5.555555555554362,0.010757315185756476,-4.493952908648177e-12,0.638,91.99066766484093
16.599999999999966,-0.737939732086158,13.938297817176034,-2.1821365155515906,5.555555555554689,0.007218504250778327,3.2761466684008577e-12,0.3957,92.54622172747155
16.699999999999967,-1.0559054258433536,13.482732468549614,-2.1816522003544954,5.55555555555492,0.0034870605854782875,2.309528707979876e-12,0.5621,93.10177367084988
16.79999999999997,-1.374692153132766,13.027741262400351,-2.1817258543063103,5.5555555555551575,-0.0005303084219977833,2.3723023529928045e-12,0.5677,93.65732372287081
16.89999999999997,-1.6940661382280426,12.573162084016976,-2.182096492514752,5.555555555555024,-0.0026685911416018636,-1.3365636364092305e-12,0.5498,94.21287170497449
16.99999999999997,-2.014660832859051,12.119443013932887,-2.1830323210910354,5.555555555555321,-0.00673790202042529,2.9633057864975494e-12,0.6006,94.76841657976145
17.099999999999973,-2.336545088109149,11.666637922297305,-2.1844338210814116,5.55555555555537,-0.010090585880994015,4.914370564912779e-13,0.5093,95.3239557507794
17.199999999999974,-2.660005201373877,11.214957242337736,-2.186343382741707,5.555555555555435,-0.013748302553790497,6.451457409612195e-13,0.5115,95.87949015315056
17.299999999999976,-2.9851640877034606,10.764497998443364,-2.1887057590592662,5.5555555555550535,-0.017008084438599035,-3.8080058176313564e-12,0.7008,96.43502050652857
17.399999999999977,-3.312246689701489,10.315433703630573,-2.1915351609514016,5.555555555555416,-0.0203699326409558,3.627119138674717e-12,0.5276,96.9905436161969
17.49999999999998,-3.6417878782198594,9.868170616201581,-2.195012482386243,5.555555555555417,-0.025033445727982443,5.328240753112297e-15,0.5313,97.5460557641999
17.59999999999998,-3.973791797414001,9.422732667017794,-2.1989873889500213,5.555555555555507,-0.0286144455827784,9.08499415785256e-13,0.5336,98.1015600645132
17.69999999999998,-4.308504774777306,8.97932689452877,-2.2034795358780714,5.555555555555557,-0.03233641251673547,4.965088026903816e-13,0.8589,98.65705655070369
17.799999999999983,-4.646115172235813,8.538123366299523,-2.208473743936588,5.555555555555545,-0.03594861767451194,-1.2533337899596995e-13,0.5677,99.21253752151236
17.899999999999984,-4.9874951483184775,8.099830311400499,-2.214340530167413,5.555555555555581,-0.04222517201264993,3.633681683119575e-13,0.5625,99.76799993027164
17.999999999999986,-5.332304742867292,7.664230401333695,-2.2206907319956097,5.555555555555633,-0.04570156062802804,5.187501548730741e-13,0.5103,100.32344988804519
18.099999999999987,-5.680952260899748,7.231696427706225,-2.2276485336520704,5.555555555555414,-0.05007001071955263,-2.1832029514105864e-12,0.9628,100.87888223012608
18.19999999999999,-6.033990603305341,6.802739133157281,-2.235395372111233,5.555555555555566,-0.05574113817614963,1.518175401433358e-12,0.5977,101.43428245270071
18.29999999999999,-6.392075181163053,6.37798573940847,-2.244135844915886,5.555555555555379,-0.06287957800310259,-1.875603303781092e-12,1.1315,101.98965444657019
18.39999999999999,-6.754998102822115,5.957359235852791,-2.25353610182663,5.555555555555525,-0.06761739771679533,1.462453487509821e-12,0.545,102.54500456141784
18.499999999999993,-7.122974525087968,5.54114687583884,-2.263589093208189,5.555555555555571,-0.07230273023084174,4.619940956677624e-13,0.611,103.10031075068241
18.599999999999994,-7.497696469419363,5.130998135132605,-2.2751712418838355,5.55555555555565,-0.08327105021233074,7.917994641618265e-13,0.6624,103.6555599947848
18.699999999999996,-7.878284172300395,4.726286997874208,-2.287439470939278,5.5555555555555625,-0.08818819374108851,-8.823774406289418e-13,0.7712,104.21076780939056
18.799999999999997,-8.265148061252507,4.327571682926399,-2.3005254451768002,5.555555555555653,-0.09404549132902389,9.025991515153845e-13,0.7156,104.76590987684924
18.9,-8.660103338717489,3.936871542452841,-2.315417959713353,5.5555555555557,-0.10697065289233261,4.697286196399431e-13,0.7185,105.32094988726713
19.0,-9.063055804371531,3.5544261886122337,-2.331722184577491,5.5555555555557055,-0.11705557679202015,5.616195907912428e-14,0.754,105.87590500782287
19.1,-9.473318813685005,3.179834713909893,-2.3487593552559156,5.555555555555739,-0.12228579506836197,3.398678099416943e-13,0.8162,106.43075312896023
19.200000000000003,-9.893348451384625,2.81623126680717,-2.3680912217982577,5.5555555555557925,-0.13863273506297452,5.312221858028516e-13,0.8033,106.98542919600416
19.300000000000004,-10.323481041862157,2.464640542168355,-2.389594249464859,5.555555555555818,-0.1540573115218481,2.5390076133263797e-13,0.8002,107.53994113119063
19.400000000000006,-10.76226445914023,2.1239086259106585,-2.4119457631751144,5.5555555555558644,-0.1600730665782708,4.592199780980542e-13,0.8152,108.09426568681984
19.500000000000007,-11.212453979231126,1.7984013559777297,-2.437188642504159,5.555555555555886,-0.1805171614879517,2.1755851528799924e-13,0.8489,108.64829049237582
19.60000000000001,-11.67460050659504,1.4901125357164358,-2.4654663214167436,5.555555555555887,-0.201874711755094,1.2724121647030528e-14,0.8642,109.20201810872487
19.70000000000001,-12.146410059824412,1.1968280773861695,-2.4946783233561893,5.555555555555766,-0.20842762090012917,-1.2040735841242826e-12,1.6092,109.75538688685201
19.80000000000001,-12.631151036276965,0.9254616334718992,-2.527916763951329,5.5555555555555864,-0.23653630756913896,-1.7974649566064425e-12,1.3385,110.30822195488867
19.900000000000013,-13.127698220959742,0.6763648534372295,-2.564095261867876,5.555555555555506,-0.25691696077785703,-8.104542004972666e-13,1.19,110.86049910970422
20.000000000000014,-13.635438669583898,0.45097006672323214,-2.6029375941380914,5.555555555555384,-0.2752696091033611,-1.2176862444602938e-12,1.6728,111.41213247176628
20.100000000000016,-14.155842081495516,0.25661887696736596,-2.6469769037368853,5.555555555555514,-0.3107410316478667,1.2970335871909497e-12,1.1908,111.96297673837309
20.200000000000017,-14.686655949512875,0.09284852497914875,-2.6944191404431264,5.555555555555598,-0.3337121223383083,8.465887605268648e-13,1.2272,112.513152797471
20.30000000000002,-15.226814574902516,-0.036777064705582146,-2.7457801835427396,5.555555555555667,-0.3598991289267204,6.936350928916205e-13,1.0902,113.06262520541334
20.40000000000002,-15.775376977602463,-0.12416026757726518,-2.803420670651921,5.5555555555556175,-0.4012315968353466,-4.998829285150075e-13,1.1378,113.61157529399134
20.50000000000002,-16.32881014176628,-0.17167394787238865,-2.864569808900734,5.555555555555413,-0.4239725006365186,-2.0401192719764287e-12,0.9843,114.16043283851218
20.600000000000023,-16.88421485022008,-0.1796542619312159,-2.9281331737373417,5.5555555555555385,-0.4394675794403573,1.2482429403644257e-12,0.7153,114.7093222498306
20.700000000000024,-17.43855496449296,-0.1445277475031819,-2.995047427482203,5.555555555555611,-0.46076393126498555,7.263822784264492e-13,0.8139,115.25851690032238
20.800000000000026,-17.988919021496606,-0.06954811254480837,-3.063198058546676,5.555555555555611,-0.46855898452174133,2.932631405447775e-15,1.8304,115.80831952779049
20.900000000000027,-18.53330391550755,0.04077238552145124,-3.1304917257883926,5.5555555555555385,-0.46315965639889306,-7.326882546926047e-13,2.3903,116.35899910182792
21.00000000000003,-19.069452035870068,0.18593789637666927,3.086070065782847,5.555555555555626,-0.45892596609035974,8.829216451026007e-13,1.9003,116.91035926958097
21.10000000000003,-19.595953323369994,0.36293970315394253,3.021045716995824,5.5555555555555705,-0.4487830903701841,-5.572516244660939e-13,1.8388,117.46234068723942
21.20000000000003,-20.114095023064024,0.5631352344738503,2.9609405160092392,5.555555555555449,-0.41723353547019115,-1.220173212047961e-12,2.0045,118.0150984303324
21.300000000000033,-20.62199396309994,0.7880714911327158,2.9036787910166018,5.555555555555423,-0.39876125726732325,-2.579254375406061e-13,1.5279,118.5682273594254
